time;signal
986.4;577
986.6;569
986.8;554
987;534
987.2;517
987.4;504
987.6;495
987.8;477
988;467
988.2;458
988.4;443
988.6;442
988.8;433
989;427
989.2;422
989.4;414
989.6;406
989.8;403
990;409
990.2;416
990.4;422
990.6;421
990.8;422
991;424
991.2;400
991.4;397
991.6;393
991.8;396
992;403
992.2;398
992.4;399
992.6;398
992.8;397
993;391
993.2;396
993.4;393
993.6;393
993.8;391
994;391
994.2;383
994.4;378
994.6;376
994.8;384
995;385
995.2;407
995.4;410
995.6;414
995.8;412
996;412
996.2;386
996.4;382
996.6;382
996.8;383
997;377
997.2;378
997.4;380
997.6;382
997.8;377
998;378
998.2;382
998.4;384
998.6;380
998.8;381
999;384
999.2;386
999.4;392
999.6;388
999.8;388
1000;380
1000.2;388
1000.4;392
1000.6;394
1000.8;395
1001;390
1001.2;383
1001.4;381
1001.6;380
1001.8;376
1002;377
1002.2;376
1002.4;377
1002.6;380
1002.8;381
1003;381
1003.2;376
1003.4;384
1003.6;384
1003.8;386
1004;381
1004.2;382
1004.4;378
1004.6;380
1004.8;381
1005;388
1005.2;396
1005.4;396
1005.6;396
1005.8;392
1006;398
1006.2;393
1006.4;387
1006.6;390
1006.8;391
1007;390
1007.2;381
1007.4;385
1007.6;382
1007.8;383
1008;382
1008.2;413
1008.4;420
1008.6;420
1008.8;422
1009;419
1009.2;426
1009.4;422
1009.6;426
1009.8;424
1010;421
1010.2;417
1010.4;422
1010.6;424
1010.8;421
1011;414
1011.2;392
1011.4;390
1011.6;386
1011.8;388
1012;391
1012.2;396
1012.4;393
1012.6;394
1012.8;394
1013;393
1013.2;384
1013.4;383
1013.6;389
1013.8;386
1014;384
1014.2;380
1014.4;385
1014.6;386
1014.8;387
1015;386
1015.2;401
1015.4;402
1015.6;400
1015.8;404
1016;402
1016.2;386
1016.4;387
1016.6;383
1016.8;386
1017;382
1017.2;389
1017.4;387
1017.6;386
1017.8;389
1018;385
1018.2;408
1018.4;418
1018.6;416
1018.8;414
1019;415
1019.2;416
1019.4;410
1019.6;412
1019.8;412
1020;416
1020.2;412
1020.4;416
1020.6;417
1020.8;411
1021;413
1021.2;409
1021.4;413
1021.6;414
1021.8;411
1022;406
1022.2;417
1022.4;410
1022.6;414
1022.8;420
1023;413
1023.2;410
1023.4;412
1023.6;413
1023.8;414
1024;419
1024.2;415
1024.4;416
1024.6;411
1024.8;418
1025;414
1025.2;409
1025.4;411
1025.6;410
1025.8;410
1026;409
1026.2;414
1026.4;410
1026.6;411
1026.8;407
1027;407
1027.2;418
1027.4;414
1027.6;412
1027.8;416
1028;419
1028.2;415
1028.4;413
1028.6;416
1028.8;411
1029;413
1029.2;415
1029.4;418
1029.6;420
1029.8;416
1030;418
1030.2;415
1030.4;419
1030.6;417
1030.8;415
1031;415
1031.2;414
1031.4;418
1031.6;422
1031.8;419
1032;416
1032.2;384
1032.4;379
1032.6;379
1032.8;375
1033;375
1033.2;405
1033.4;408
1033.6;407
1033.8;404
1034;404
1034.2;407
1034.4;401
1034.6;401
1034.8;397
1035;397
1035.2;407
1035.4;407
1035.6;405
1035.8;410
1036;408
1036.2;411
1036.4;421
1036.6;420
1036.8;427
1037;429
1037.2;439
1037.4;456
1037.6;455
1037.8;467
1038;475
1038.2;486
1038.4;498
1038.6;506
1038.8;515
1039;516
1039.2;531
1039.4;539
1039.6;550
1039.8;560
1040;573
1040.2;578
1040.4;590
1040.6;600
1040.8;617
1041;631
1041.2;626
1041.4;641
1041.6;660
1041.8;671
1042;690
1042.2;721
1042.4;744
1042.6;758
1042.8;782
1043;802
1043.2;842
1043.4;863
1043.6;881
1043.8;903
1044;928
1044.2;913
1044.4;931
1044.6;953
1044.8;975
1045;997
1045.2;1015
1045.4;1045
1045.6;1063
1045.8;1085
1046;1103
1046.2;1128
1046.4;1146
1046.6;1160
1046.8;1180
1047;1195
1047.2;1219
1047.4;1241
1047.6;1256
1047.8;1264
1048;1282
1048.2;1336
1048.4;1353
1048.6;1373
1048.8;1389
1049;1400
1049.2;1380
1049.4;1387
1049.6;1396
1049.8;1408
1050;1417
1050.2;1453
1050.4;1469
1050.6;1472
1050.8;1480
1051;1485
1051.2;1461
1051.4;1457
1051.6;1461
1051.8;1466
1052;1471
1052.2;1474
1052.4;1471
1052.6;1480
1052.8;1475
1053;1475
1053.2;1475
1053.4;1480
1053.6;1484
1053.8;1484
1054;1496
1054.2;1498
1054.4;1490
1054.6;1491
1054.8;1493
1055;1492
1055.2;1512
1055.4;1516
1055.6;1522
1055.8;1518
1056;1523
1056.2;1538
1056.4;1546
1056.6;1548
1056.8;1548
1057;1551
1057.2;1557
1057.4;1552
1057.6;1556
1057.8;1560
1058;1564
1058.2;1567
1058.4;1566
1058.6;1569
1058.8;1565
1059;1569
1059.2;1576
1059.4;1574
1059.6;1584
1059.8;1578
1060;1588
1060.2;1582
1060.4;1579
1060.6;1582
1060.8;1582
1061;1572
1061.2;1535
1061.4;1519
1061.6;1521
1061.8;1518
1062;1503
1062.2;1498
1062.4;1486
1062.6;1477
1062.8;1467
1063;1449
1063.2;1471
1063.4;1466
1063.6;1448
1063.8;1431
1064;1419
1064.2;1370
1064.4;1357
1064.6;1330
1064.8;1314
1065;1296
1065.2;1279
1065.4;1261
1065.6;1247
1065.8;1227
1066;1199
1066.2;1212
1066.4;1193
1066.6;1177
1066.8;1153
1067;1134
1067.2;1086
1067.4;1052
1067.6;1029
1067.8;1004
1068;979
1068.2;963
1068.4;938
1068.6;915
1068.8;896
1069;868
1069.2;877
1069.4;867
1069.6;843
1069.8;825
1070;805
1070.2;755
1070.4;729
1070.6;707
1070.8;694
1071;673
1071.2;656
1071.4;645
1071.6;622
1071.8;607
1072;591
1072.2;579
1072.4;565
1072.6;553
1072.8;542
1073;529
1073.2;512
1073.4;506
1073.6;489
1073.8;482
1074;472
1074.2;466
1074.4;465
1074.6;450
1074.8;443
1075;433
1075.2;419
1075.4;417
1075.6;414
1075.8;402
1076;404
1076.2;407
1076.4;408
1076.6;404
1076.8;404
1077;402
1077.2;401
1077.4;391
1077.6;400
1077.8;399
1078;398
1078.2;437
1078.4;442
1078.6;438
1078.8;439
1079;441
1079.2;437
1079.4;430
1079.6;433
1079.8;430
1080;428
1080.2;422
1080.4;417
1080.6;414
1080.8;412
1081;418
1081.2;426
1081.4;421
1081.6;423
1081.8;423
1082;420
1082.2;422
1082.4;429
1082.6;420
1082.8;417
1083;420
1083.2;417
1083.4;418
1083.6;418
1083.8;417
1084;413
1084.2;414
1084.4;413
1084.6;416
1084.8;417
1085;417
1085.2;413
1085.4;421
1085.6;419
1085.8;426
1086;418
1086.2;420
1086.4;419
1086.6;420
1086.8;420
1087;417
1087.2;420
1087.4;418
1087.6;418
1087.8;416
1088;415
1088.2;412
1088.4;418
1088.6;419
1088.8;416
1089;419
1089.2;423
1089.4;418
1089.6;420
1089.8;422
1090;422
1090.2;422
1090.4;422
1090.6;419
1090.8;417
1091;414
1091.2;418
1091.4;424
1091.6;422
1091.8;423
1092;420
1092.2;419
1092.4;419
1092.6;424
1092.8;416
1093;415
1093.2;423
1093.4;426
1093.6;425
1093.8;425
1094;428
1094.2;422
1094.4;425
1094.6;419
1094.8;414
1095;422
1095.2;425
1095.4;423
1095.6;424
1095.8;422
1096;427
1096.2;429
1096.4;428
1096.6;422
1096.8;427
1097;427
1097.2;430
1097.4;424
1097.6;426
1097.8;423
1098;428
1098.2;435
1098.4;429
1098.6;430
1098.8;428
1099;425
1099.2;424
1099.4;424
1099.6;426
1099.8;429
1100;425
1100.2;421
1100.4;422
1100.6;418
1100.8;425
1101;414
1101.2;423
1101.4;424
1101.6;422
1101.8;423
1102;424
1102.2;428
1102.4;429
1102.6;427
1102.8;426
1103;423
1103.2;424
1103.4;426
1103.6;420
1103.8;424
1104;419
1104.2;424
1104.4;423
1104.6;424
1104.8;420
1105;420
1105.2;428
1105.4;424
1105.6;422
1105.8;420
1106;419
1106.2;417
1106.4;419
1106.6;418
1106.8;419
1107;417
1107.2;411
1107.4;420
1107.6;418
1107.8;419
1108;419
1108.2;422
1108.4;426
1108.6;419
1108.8;428
1109;428
1109.2;425
1109.4;421
1109.6;431
1109.8;419
1110;426
1110.2;422
1110.4;422
1110.6;419
1110.8;420
1111;420
1111.2;420
1111.4;427
1111.6;417
1111.8;420
1112;417
1112.2;416
1112.4;420
1112.6;423
1112.8;427
1113;422
1113.2;419
1113.4;422
1113.6;423
1113.8;427
1114;423
1114.2;415
1114.4;421
1114.6;423
1114.8;420
1115;423
1115.2;425
1115.4;424
1115.6;423
1115.8;423
1116;424
1116.2;424
1116.4;424
1116.6;418
1116.8;422
1117;419
1117.2;420
1117.4;425
1117.6;422
1117.8;420
1118;423
1118.2;421
1118.4;422
1118.6;420
1118.8;416
1119;421
1119.2;421
1119.4;418
1119.6;418
1119.8;415
1120;419
1120.2;411
1120.4;416
1120.6;420
1120.8;412
1121;416
1121.2;407
1121.4;411
1121.6;405
1121.8;407
1122;412
1122.2;413
1122.4;419
1122.6;429
1122.8;432
1123;437
1123.2;440
1123.4;449
1123.6;456
1123.8;465
1124;471
1124.2;478
1124.4;487
1124.6;496
1124.8;504
1125;513
1125.2;525
1125.4;540
1125.6;548
1125.8;564
1126;573
1126.2;591
1126.4;608
1126.6;618
1126.8;630
1127;637
1127.2;662
1127.4;679
1127.6;693
1127.8;714
1128;734
1128.2;754
1128.4;776
1128.6;801
1128.8;819
1129;837
1129.2;830
1129.4;844
1129.6;866
1129.8;895
1130;912
1130.2;965
1130.4;1001
1130.6;1027
1130.8;1052
1131;1076
1131.2;1095
1131.4;1125
1131.6;1141
1131.8;1164
1132;1188
1132.2;1204
1132.4;1231
1132.6;1243
1132.8;1261
1133;1282
1133.2;1296
1133.4;1314
1133.6;1325
1133.8;1344
1134;1351
1134.2;1361
1134.4;1378
1134.6;1386
1134.8;1404
1135;1414
1135.2;1418
1135.4;1433
1135.6;1435
1135.8;1446
1136;1455
1136.2;1461
1136.4;1469
1136.6;1472
1136.8;1481
1137;1491
1137.2;1490
1137.4;1496
1137.6;1502
1137.8;1512
1138;1511
1138.2;1502
1138.4;1510
1138.6;1519
1138.8;1521
1139;1523
1139.2;1527
1139.4;1526
1139.6;1532
1139.8;1533
1140;1537
1140.2;1540
1140.4;1540
1140.6;1541
1140.8;1541
1141;1547
1141.2;1544
1141.4;1547
1141.6;1538
1141.8;1545
1142;1548
1142.2;1551
1142.4;1558
1142.6;1551
1142.8;1561
1143;1564
1143.2;1563
1143.4;1573
1143.6;1575
1143.8;1575
1144;1579
1144.2;1584
1144.4;1580
1144.6;1587
1144.8;1586
1145;1591
1145.2;1591
1145.4;1593
1145.6;1593
1145.8;1591
1146;1601
1146.2;1597
1146.4;1593
1146.6;1595
1146.8;1589
1147;1585
1147.2;1582
1147.4;1576
1147.6;1575
1147.8;1562
1148;1559
1148.2;1553
1148.4;1542
1148.6;1534
1148.8;1530
1149;1515
1149.2;1502
1149.4;1488
1149.6;1470
1149.8;1464
1150;1441
1150.2;1423
1150.4;1407
1150.6;1394
1150.8;1378
1151;1349
1151.2;1327
1151.4;1315
1151.6;1292
1151.8;1270
1152;1244
1152.2;1225
1152.4;1206
1152.6;1178
1152.8;1151
1153;1136
1153.2;1103
1153.4;1081
1153.6;1059
1153.8;1030
1154;1008
1154.2;980
1154.4;955
1154.6;931
1154.8;903
1155;878
1155.2;860
1155.4;838
1155.6;815
1155.8;799
1156;778
1156.2;752
1156.4;735
1156.6;726
1156.8;698
1157;693
1157.2;644
1157.4;614
1157.6;601
1157.8;588
1158;573
1158.2;556
1158.4;544
1158.6;528
1158.8;520
1159;507
1159.2;498
1159.4;481
1159.6;476
1159.8;461
1160;457
1160.2;449
1160.4;436
1160.6;427
1160.8;417
1161;414
1161.2;449
1161.4;449
1161.6;446
1161.8;451
1162;437
1162.2;401
1162.4;392
1162.6;392
1162.8;399
1163;388
1163.2;393
1163.4;399
1163.6;397
1163.8;394
1164;396
1164.2;400
1164.4;399
1164.6;397
1164.8;395
1165;386
1165.2;392
1165.4;386
1165.6;388
1165.8;386
1166;383
1166.2;426
1166.4;436
1166.6;439
1166.8;439
1167;435
1167.2;391
1167.4;378
1167.6;377
1167.8;375
1168;384
1168.2;379
1168.4;380
1168.6;380
1168.8;378
1169;380
1169.2;429
1169.4;439
1169.6;440
1169.8;439
1170;439
1170.2;393
1170.4;381
1170.6;381
1170.8;381
1171;377
1171.2;380
1171.4;385
1171.6;377
1171.8;381
1172;380
1172.2;381
1172.4;382
1172.6;376
1172.8;379
1173;375
1173.2;380
1173.4;378
1173.6;373
1173.8;377
1174;379
1174.2;417
1174.4;427
1174.6;426
1174.8;427
1175;428
1175.2;393
1175.4;385
1175.6;384
1175.8;380
1176;384
1176.2;385
1176.4;385
1176.6;387
1176.8;386
1177;384
1177.2;382
1177.4;382
1177.6;388
1177.8;379
1178;384
1178.2;388
1178.4;383
1178.6;381
1178.8;384
1179;383
1179.2;420
1179.4;434
1179.6;429
1179.8;436
1180;432
1180.2;394
1180.4;387
1180.6;389
1180.8;391
1181;386
1181.2;386
1181.4;391
1181.6;383
1181.8;389
1182;393
1182.2;390
1182.4;386
1182.6;389
1182.8;389
1183;401
1183.2;387
1183.4;390
1183.6;383
1183.8;387
1184;391
1184.2;426
1184.4;432
1184.6;435
1184.8;439
1185;434
1185.2;393
1185.4;384
1185.6;384
1185.8;387
1186;383
1186.2;385
1186.4;383
1186.6;380
1186.8;390
1187;383
1187.2;388
1187.4;390
1187.6;388
1187.8;385
1188;388
1188.2;385
1188.4;388
1188.6;385
1188.8;385
1189;385
1189.2;420
1189.4;429
1189.6;428
1189.8;434
1190;441
1190.2;430
1190.4;432
1190.6;428
1190.8;434
1191;433
1191.2;395
1191.4;382
1191.6;385
1191.8;380
1192;383
1192.2;384
1192.4;385
1192.6;387
1192.8;383
1193;389
1193.2;385
1193.4;387
1193.6;384
1193.8;383
1194;386
1194.2;384
1194.4;384
1194.6;383
1194.8;384
1195;385
1195.2;424
1195.4;429
1195.6;436
1195.8;429
1196;428
1196.2;394
1196.4;384
1196.6;384
1196.8;383
1197;388
1197.2;383
1197.4;387
1197.6;381
1197.8;388
1198;386
1198.2;381
1198.4;384
1198.6;384
1198.8;381
1199;379
1199.2;385
1199.4;383
1199.6;381
1199.8;385
1200;384
1200.2;423
1200.4;426
1200.6;423
1200.8;426
1201;427
1201.2;390
1201.4;383
1201.6;387
1201.8;386
1202;384
1202.2;383
1202.4;388
1202.6;383
1202.8;384
1203;386
1203.2;421
1203.4;431
1203.6;425
1203.8;428
1204;432
1204.2;387
1204.4;388
1204.6;386
1204.8;381
1205;383
1205.2;385
1205.4;384
1205.6;383
1205.8;386
1206;386
1206.2;386
1206.4;383
1206.6;382
1206.8;380
1207;383
1207.2;380
1207.4;385
1207.6;380
1207.8;383
1208;384
1208.2;407
1208.4;410
1208.6;407
1208.8;405
1209;407
1209.2;390
1209.4;385
1209.6;382
1209.8;387
1210;382
1210.2;385
1210.4;387
1210.6;383
1210.8;377
1211;382
1211.2;384
1211.4;381
1211.6;380
1211.8;385
1212;381
1212.2;381
1212.4;377
1212.6;382
1212.8;381
1213;382
1213.2;424
1213.4;429
1213.6;428
1213.8;432
1214;432
1214.2;389
1214.4;385
1214.6;386
1214.8;382
1215;385
1215.2;384
1215.4;381
1215.6;384
1215.8;382
1216;385
1216.2;379
1216.4;384
1216.6;384
1216.8;382
1217;381
1217.2;382
1217.4;382
1217.6;381
1217.8;384
1218;386
1218.2;418
1218.4;430
1218.6;425
1218.8;432
1219;430
1219.2;395
1219.4;387
1219.6;383
1219.8;386
1220;378
1220.2;383
1220.4;379
1220.6;384
1220.8;377
1221;386
1221.2;385
1221.4;376
1221.6;382
1221.8;385
1222;378
1222.2;382
1222.4;385
1222.6;382
1222.8;383
1223;382
1223.2;426
1223.4;436
1223.6;429
1223.8;425
1224;422
1224.2;389
1224.4;383
1224.6;384
1224.8;382
1225;390
1225.2;384
1225.4;388
1225.6;381
1225.8;382
1226;380
1226.2;419
1226.4;432
1226.6;432
1226.8;430
1227;431
1227.2;392
1227.4;380
1227.6;380
1227.8;379
1228;383
1228.2;384
1228.4;384
1228.6;382
1228.8;380
1229;384
1229.2;384
1229.4;382
1229.6;385
1229.8;381
1230;383
1230.2;383
1230.4;381
1230.6;379
1230.8;382
1231;384
1231.2;392
1231.4;392
1231.6;396
1231.8;388
1232;392
1232.2;414
1232.4;425
1232.6;420
1232.8;426
1233;417
1233.2;392
1233.4;385
1233.6;384
1233.8;384
1234;382
1234.2;380
1234.4;385
1234.6;384
1234.8;381
1235;380
1235.2;381
1235.4;383
1235.6;385
1235.8;384
1236;380
1236.2;387
1236.4;384
1236.6;385
1236.8;383
1237;382
1237.2;413
1237.4;421
1237.6;424
1237.8;424
1238;425
1238.2;394
1238.4;384
1238.6;388
1238.8;384
1239;383
1239.2;382
1239.4;384
1239.6;387
1239.8;383
1240;380
1240.2;376
1240.4;386
1240.6;380
1240.8;381
1241;387
1241.2;382
1241.4;381
1241.6;382
1241.8;383
1242;384
1242.2;407
1242.4;418
1242.6;414
1242.8;411
1243;414
1243.2;387
1243.4;383
1243.6;380
1243.8;386
1244;383
1244.2;400
1244.4;388
1244.6;388
1244.8;395
1245;390
1245.2;385
1245.4;380
1245.6;384
1245.8;382
1246;382
1246.2;379
1246.4;384
1246.6;382
1246.8;378
1247;381
1247.2;382
1247.4;383
1247.6;386
1247.8;380
1248;385
1248.2;416
1248.4;412
1248.6;413
1248.8;412
1249;420
1249.2;395
1249.4;396
1249.6;390
1249.8;392
1250;393
1250.2;386
1250.4;379
1250.6;386
1250.8;382
1251;384
1251.2;384
1251.4;383
1251.6;381
1251.8;388
1252;383
1252.2;383
1252.4;384
1252.6;384
1252.8;384
1253;382
1253.2;406
1253.4;421
1253.6;413
1253.8;417
1254;412
1254.2;392
1254.4;384
1254.6;381
1254.8;386
1255;383
1255.2;383
1255.4;384
1255.6;386
1255.8;382
1256;383
1256.2;383
1256.4;388
1256.6;382
1256.8;384
1257;382
1257.2;382
1257.4;385
1257.6;384
1257.8;381
1258;388
1258.2;399
1258.4;404
1258.6;405
1258.8;405
1259;406
1259.2;391
1259.4;383
1259.6;384
1259.8;377
1260;381
1260.2;387
1260.4;383
1260.6;382
1260.8;382
1261;384
1261.2;387
1261.4;381
1261.6;382
1261.8;381
1262;385
1262.2;391
1262.4;393
1262.6;397
1262.8;394
1263;396
1263.2;399
1263.4;401
1263.6;399
1263.8;402
1264;401
1264.2;390
1264.4;378
1264.6;383
1264.8;381
1265;379
1265.2;379
1265.4;381
1265.6;378
1265.8;384
1266;385
1266.2;384
1266.4;385
1266.6;382
1266.8;385
1267;384
1267.2;384
1267.4;380
1267.6;381
1267.8;380
1268;384
1268.2;392
1268.4;392
1268.6;398
1268.8;394
1269;395
1269.2;388
1269.4;383
1269.6;382
1269.8;384
1270;383
1270.2;387
1270.4;383
1270.6;384
1270.8;381
1271;380
1271.2;385
1271.4;383
1271.6;379
1271.8;382
1272;384
1272.2;387
1272.4;384
1272.6;381
1272.8;383
1273;384
1273.2;396
1273.4;400
1273.6;398
1273.8;399
1274;396
1274.2;387
1274.4;383
1274.6;383
1274.8;383
1275;381
1275.2;390
1275.4;394
1275.6;387
1275.8;392
1276;390
1276.2;384
1276.4;386
1276.6;382
1276.8;385
1277;384
1277.2;381
1277.4;385
1277.6;382
1277.8;385
1278;382
1278.2;393
1278.4;398
1278.6;400
1278.8;396
1279;398
1279.2;386
1279.4;384
1279.6;385
1279.8;383
1280;384
1280.2;392
1280.4;396
1280.6;388
1280.8;389
1281;392
1281.2;386
1281.4;384
1281.6;380
1281.8;386
1282;386
1282.2;382
1282.4;384
1282.6;382
1282.8;381
1283;381
1283.2;399
1283.4;397
1283.6;400
1283.8;397
1284;398
1284.2;388
1284.4;379
1284.6;379
1284.8;378
1285;380
1285.2;382
1285.4;380
1285.6;382
1285.8;383
1286;381
1286.2;381
1286.4;379
1286.6;381
1286.8;381
1287;385
1287.2;383
1287.4;382
1287.6;383
1287.8;375
1288;386
1288.2;391
1288.4;398
1288.6;398
1288.8;398
1289;405
1289.2;387
1289.4;385
1289.6;378
1289.8;379
1290;385
1290.2;376
1290.4;383
1290.6;385
1290.8;384
1291;379
1291.2;381
1291.4;375
1291.6;382
1291.8;374
1292;384
1292.2;377
1292.4;377
1292.6;380
1292.8;378
1293;383
1293.2;390
1293.4;388
1293.6;386
1293.8;391
1294;388
1294.2;393
1294.4;384
1294.6;381
1294.8;381
1295;384
1295.2;380
1295.4;385
1295.6;385
1295.8;382
1296;383
1296.2;397
1296.4;401
1296.6;394
1296.8;394
1297;397
1297.2;384
1297.4;389
1297.6;382
1297.8;380
1298;381
1298.2;390
1298.4;394
1298.6;393
1298.8;394
1299;396
1299.2;423
1299.4;434
1299.6;427
1299.8;428
1300;422
1300.2;425
1300.4;427
1300.6;432
1300.8;421
1301;427
1301.2;416
1301.4;398
1301.6;399
1301.8;406
1302;400
1302.2;382
1302.4;384
1302.6;383
1302.8;384
1303;380
1303.2;376
1303.4;382
1303.6;386
1303.8;384
1304;383
1304.2;405
1304.4;411
1304.6;417
1304.8;416
1305;417
1305.2;391
1305.4;388
1305.6;382
1305.8;378
1306;379
1306.2;379
1306.4;383
1306.6;381
1306.8;378
1307;385
1307.2;386
1307.4;381
1307.6;379
1307.8;374
1308;380
1308.2;381
1308.4;382
1308.6;383
1308.8;382
1309;384
1309.2;394
1309.4;397
1309.6;402
1309.8;396
1310;403
1310.2;386
1310.4;380
1310.6;379
1310.8;375
1311;381
1311.2;382
1311.4;396
1311.6;387
1311.8;394
1312;396
1312.2;380
1312.4;384
1312.6;380
1312.8;380
1313;381
1313.2;375
1313.4;381
1313.6;383
1313.8;381
1314;380
1314.2;396
1314.4;400
1314.6;400
1314.8;406
1315;397
1315.2;384
1315.4;380
1315.6;380
1315.8;379
1316;381
1316.2;396
1316.4;391
1316.6;387
1316.8;389
1317;388
1317.2;382
1317.4;381
1317.6;383
1317.8;380
1318;382
1318.2;381
1318.4;381
1318.6;375
1318.8;386
1319;386
1319.2;395
1319.4;397
1319.6;395
1319.8;402
1320;401
1320.2;385
1320.4;373
1320.6;382
1320.8;384
1321;383
1321.2;380
1321.4;386
1321.6;379
1321.8;380
1322;382
1322.2;381
1322.4;378
1322.6;380
1322.8;382
1323;382
1323.2;382
1323.4;380
1323.6;383
1323.8;381
1324;376
1324.2;386
1324.4;389
1324.6;383
1324.8;391
1325;386
1325.2;389
1325.4;380
1325.6;382
1325.8;382
1326;374
1326.2;381
1326.4;379
1326.6;381
1326.8;383
1327;381
1327.2;386
1327.4;382
1327.6;381
1327.8;378
1328;381
1328.2;380
1328.4;383
1328.6;380
1328.8;377
1329;377
1329.2;391
1329.4;391
1329.6;387
1329.8;401
1330;395
1330.2;387
1330.4;394
1330.6;389
1330.8;388
1331;389
1331.2;384
1331.4;382
1331.6;384
1331.8;381
1332;377
1332.2;380
1332.4;379
1332.6;385
1332.8;381
1333;381
1333.2;379
1333.4;376
1333.6;384
1333.8;377
1334;380
1334.2;388
1334.4;391
1334.6;393
1334.8;394
1335;390
1335.2;397
1335.4;404
1335.6;405
1335.8;399
1336;399
1336.2;385
1336.4;385
1336.6;384
1336.8;383
1337;383
1337.2;384
1337.4;382
1337.6;381
1337.8;380
1338;384
1338.2;382
1338.4;382
1338.6;381
1338.8;382
1339;387
1339.2;382
1339.4;378
1339.6;378
1339.8;386
1340;379
1340.2;401
1340.4;407
1340.6;410
1340.8;406
1341;406
1341.2;386
1341.4;382
1341.6;382
1341.8;380
1342;386
1342.2;381
1342.4;378
1342.6;375
1342.8;383
1343;377
1343.2;382
1343.4;381
1343.6;384
1343.8;375
1344;376
1344.2;378
1344.4;380
1344.6;378
1344.8;376
1345;378
1345.2;404
1345.4;403
1345.6;403
1345.8;407
1346;411
1346.2;385
1346.4;382
1346.6;381
1346.8;381
1347;386
1347.2;389
1347.4;394
1347.6;392
1347.8;391
1348;389
1348.2;380
1348.4;378
1348.6;381
1348.8;382
1349;382
1349.2;376
1349.4;384
1349.6;386
1349.8;380
1350;380
1350.2;404
1350.4;410
1350.6;402
1350.8;401
1351;405
1351.2;386
1351.4;381
1351.6;382
1351.8;381
1352;382
1352.2;389
1352.4;390
1352.6;398
1352.8;393
1353;393
1353.2;384
1353.4;382
1353.6;385
1353.8;375
1354;382
1354.2;387
1354.4;379
1354.6;385
1354.8;382
1355;382
1355.2;394
1355.4;392
1355.6;389
1355.8;390
1356;386
1356.2;388
1356.4;378
1356.6;378
1356.8;384
1357;382
1357.2;379
1357.4;378
1357.6;383
1357.8;378
1358;379
1358.2;400
1358.4;403
1358.6;403
1358.8;403
1359;408
1359.2;387
1359.4;383
1359.6;387
1359.8;379
1360;381
1360.2;396
1360.4;410
1360.6;410
1360.8;406
1361;406
1361.2;386
1361.4;380
1361.6;382
1361.8;376
1362;380
1362.2;375
1362.4;382
1362.6;384
1362.8;379
1363;384
1363.2;378
1363.4;379
1363.6;384
1363.8;379
1364;381
1364.2;380
1364.4;380
1364.6;379
1364.8;378
1365;379
1365.2;393
1365.4;392
1365.6;392
1365.8;391
1366;393
1366.2;412
1366.4;411
1366.6;412
1366.8;410
1367;415
1367.2;411
1367.4;413
1367.6;409
1367.8;408
1368;408
1368.2;409
1368.4;412
1368.6;408
1368.8;419
1369;412
1369.2;412
1369.4;419
1369.6;419
1369.8;415
1370;419
1370.2;389
1370.4;381
1370.6;379
1370.8;380
1371;376
1371.2;388
1371.4;389
1371.6;391
1371.8;393
1372;390
1372.2;392
1372.4;377
1372.6;379
1372.8;378
1373;384
1373.2;380
1373.4;381
1373.6;385
1373.8;381
1374;375
1374.2;381
1374.4;381
1374.6;380
1374.8;379
1375;384
1375.2;379
1375.4;379
1375.6;378
1375.8;388
1376;380
1376.2;405
1376.4;413
1376.6;412
1376.8;413
1377;411
1377.2;389
1377.4;382
1377.6;381
1377.8;382
1378;388
1378.2;388
1378.4;387
1378.6;387
1378.8;393
1379;389
1379.2;387
1379.4;379
1379.6;377
1379.8;380
1380;381
1380.2;396
1380.4;409
1380.6;401
1380.8;399
1381;398
1381.2;381
1381.4;382
1381.6;381
1381.8;377
1382;382
1382.2;375
1382.4;379
1382.6;375
1382.8;381
1383;376
1383.2;395
1383.4;404
1383.6;402
1383.8;400
1384;395
1384.2;385
1384.4;376
1384.6;380
1384.8;381
1385;384
1385.2;380
1385.4;379
1385.6;382
1385.8;380
1386;382
1386.2;398
1386.4;400
1386.6;409
1386.8;408
1387;403
1387.2;389
1387.4;377
1387.6;377
1387.8;378
1388;382
1388.2;377
1388.4;377
1388.6;381
1388.8;380
1389;377
1389.2;387
1389.4;385
1389.6;379
1389.8;374
1390;382
1390.2;378
1390.4;378
1390.6;378
1390.8;383
1391;380
1391.2;385
1391.4;385
1391.6;383
1391.8;391
1392;388
1392.2;386
1392.4;395
1392.6;395
1392.8;396
1393;396
1393.2;382
1393.4;378
1393.6;379
1393.8;382
1394;380
1394.2;382
1394.4;376
1394.6;378
1394.8;380
1395;377
1395.2;382
1395.4;380
1395.6;382
1395.8;381
1396;381
1396.2;378
1396.4;384
1396.6;375
1396.8;377
1397;382
1397.2;399
1397.4;405
1397.6;406
1397.8;408
1398;401
1398.2;387
1398.4;388
1398.6;388
1398.8;390
1399;385
1399.2;381
1399.4;379
1399.6;380
1399.8;380
1400;383
1400.2;378
1400.4;383
1400.6;379
1400.8;381
1401;382
1401.2;381
1401.4;384
1401.6;382
1401.8;379
1402;380
1402.2;404
1402.4;409
1402.6;400
1402.8;400
1403;403
1403.2;395
1403.4;379
1403.6;378
1403.8;378
1404;379
1404.2;389
1404.4;391
1404.6;387
1404.8;386
1405;379
1405.2;385
